x ,y, z, class, r, g, b
1.168623e+01, -2.144646e+01, 1.198526e+01, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
-5.912483e+00, -1.914927e+01, 3.037381e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.615915e+01, 2.579123e+01, 5.143137e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.064648e+01, 2.225328e+01, 5.847580e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-2.783854e+00, -1.985119e+01, 2.670578e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.491882e+00, -1.914435e+01, 1.103660e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.824440e+00, -2.077779e+01, -3.200258e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
4.467137e+00, 1.779465e+01, 7.564252e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.043516e+00, -1.945711e+01, 3.843343e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.673638e+01, 2.371110e+01, 3.546618e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-3.277791e+00, -1.823689e+01, 4.153409e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.746338e+00, -2.077550e+01, -2.909913e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.219654e+00, -2.040773e+01, 3.959782e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.291545e+00, 3.238371e+01, 4.515854e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-4.322420e+00, -1.960814e+01, 1.332297e+00, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-8.011287e+00, -2.256810e+01, 1.680898e-02, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.050618e+00, -1.323431e+01, -9.992825e-01, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
1.399719e+01, 2.514242e+01, 3.101219e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-4.402920e+00, -2.097673e+01, 5.420177e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.699029e+00, -2.110310e+01, -1.421954e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
1.718476e+01, 2.866950e+01, 6.442429e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-5.806073e+00, -1.934793e+01, 1.627692e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.045854e+00, -2.063727e+01, 1.433385e+00, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-4.684346e+00, -2.161872e+01, -1.402513e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.348390e+01, 2.397929e+01, 4.019039e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
2.629385e+01, 1.330487e+01, 1.744451e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.653592e+00, -2.026448e+01, 2.978218e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.361104e+00, -1.872478e+01, 1.317096e+00, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
2.522860e+01, 1.608747e+01, 1.399544e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.691882e+01, 1.194263e+01, 1.699402e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.457279e+01, 2.449943e+01, 3.760953e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-6.687290e+00, -2.086930e+01, 2.967183e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-9.255344e+00, -1.970728e+01, 5.337680e-02, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.033570e+00, -2.057056e+01, 1.392231e+00, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
1.069611e+01, 2.129024e+01, 4.433395e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-2.169982e+00, -2.128463e+01, 4.996631e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.399703e+00, -2.115099e+01, 2.457987e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.287156e+00, -1.999554e+01, -6.503097e-02, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-2.528220e+00, -1.989122e+01, 1.691591e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.268015e+01, 2.279229e+01, 4.824016e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.230849e+01, 2.269963e+01, 3.195615e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.214907e+00, -1.979001e+01, 3.593772e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.089315e+01, -8.782855e+00, 3.640529e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
1.733910e+01, -2.689580e+01, 2.639371e+01, 1.400000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
2.633010e+01, 1.372666e+01, 1.615000e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.047887e+01, 2.402759e+01, 4.163923e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.936313e+01, -1.091217e+01, 3.542878e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-6.095061e+00, -1.930174e+01, 1.212925e+00, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
-5.131876e+00, -2.026283e+01, 2.290565e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.150922e+01, -2.118534e+01, -5.578144e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.004776e+01, -2.036833e+01, -3.553045e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.559683e+00, -2.011414e+01, 8.099340e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.093518e+00, -1.981829e+01, -9.440038e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.806957e+01, 2.410793e+01, 2.057079e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
1.380774e+01, 2.293136e+01, 5.331693e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-4.258701e+00, -2.031170e+01, 3.643408e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-7.572486e+00, -1.902918e+01, 1.265800e+00, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
-3.585146e+00, -1.983180e+01, 2.353106e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-2.872090e+00, -1.964323e+01, -7.983086e-02, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-1.187671e+00, -2.041886e+01, 2.952837e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-9.648135e+00, -2.244336e+01, -1.305835e+00, 1.400000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
2.666117e+01, -1.593886e+01, 3.293010e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
2.659185e+01, 1.233233e+01, 1.769072e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-8.818563e+00, -2.066980e+01, 1.616350e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
8.000565e+00, 2.020344e+01, 6.453938e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.253741e+00, -1.910120e+01, 2.806021e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.865712e+00, -1.956706e+01, 9.867832e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.173383e+01, 2.428805e+01, 4.897733e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-8.145429e+00, -2.083520e+01, -1.497283e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.694239e+01, 2.400178e+01, 2.654882e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-8.906914e+00, -2.084215e+01, -2.863603e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.418224e+01, -1.771391e+01, 2.306889e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-9.639785e+00, -2.194923e+01, -3.391475e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.552373e+01, -4.724945e+00, 2.717090e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
1.318183e+01, 2.395353e+01, 2.696992e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
2.835622e+01, 7.277151e+00, 1.131042e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
1.898778e+01, -7.684996e+00, 3.526406e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-6.816687e+00, -2.154866e+01, 1.395963e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
2.720848e+01, 1.162676e+01, 1.745488e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-6.051454e+00, -2.143209e+01, -7.336332e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.574578e+01, 2.395828e+01, 6.371261e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
1.499425e+01, 2.278837e+01, 3.567806e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-2.752816e+00, -1.837159e+01, -2.357455e-01, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-3.851916e+00, -1.802265e+01, 4.274436e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-9.425644e+00, -2.195627e+01, -3.569217e+00, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
-6.355160e+00, -2.290193e+01, 1.070438e+01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.725731e+01, 2.445867e+01, 3.710382e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.929096e+00, -1.972807e+01, 3.284679e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.137555e+01, -2.016280e+01, -4.541736e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.208412e+01, -2.040965e+01, -2.530387e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.449821e+00, -1.806100e+01, 3.971357e-01, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
1.778456e+01, 2.483512e+01, 2.517683e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.748393e+01, 2.602595e+01, 4.116564e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-9.662079e+00, -2.103084e+01, -3.571378e-01, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
-2.890103e+00, -2.103187e+01, 5.382424e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.510374e+00, -2.099426e+01, -2.527460e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
9.073170e+00, 2.274399e+01, 4.530797e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
2.874279e+01, 6.758451e-03, 1.555335e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-3.186246e+00, -1.881804e+01, 1.340279e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.518593e+01, 2.168913e+01, 1.145123e+01, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-3.103305e+00, -2.081517e+01, 1.896091e+00, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
5.804062e+00, 1.865842e+01, 7.838138e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.722881e+01, 1.202256e+01, 1.604135e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.500171e+01, 1.933690e+01, 6.977560e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
1.375935e+01, 1.801171e+01, 5.080028e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-4.245749e+00, -1.337835e+01, 9.052631e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-5.860070e+00, -2.012673e+01, -5.828828e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-2.017027e+00, -1.948003e+01, 1.194058e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.334726e+00, -2.069310e+01, -2.158557e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
2.965857e+01, 7.327579e+00, 1.517287e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
1.869506e+01, 1.539500e+01, 1.074842e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.428205e+01, 2.120322e+01, 3.383353e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-8.033735e+00, -2.189238e+01, -3.231304e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.315296e+01, 2.377236e+01, 6.848020e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
3.036396e+00, -3.048908e+01, 2.096280e+01, 8.000000e+00, 0.000000e+00, 1.280000e+02, 0.000000e+00
-3.531230e+00, -1.847327e+01, 1.971088e+01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.171950e+00, -2.077657e+01, -3.009853e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.292467e+00, -2.082245e+01, 3.815537e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.432431e+00, -1.959565e+01, 8.210430e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
6.909564e+00, -1.471507e+01, 7.486824e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.764251e+01, 1.274061e+01, 1.606656e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.432262e+01, 2.213490e+01, 3.955172e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-8.006858e+00, -2.017665e+01, -1.915465e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.047224e+00, -2.048916e+01, -9.625762e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
1.632771e+01, 2.224225e+01, 9.655620e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-4.635028e+00, -1.759007e+01, 1.393477e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.411971e+00, -1.921579e+01, 2.559491e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-2.883154e+00, 2.796450e+01, 6.138224e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-6.211936e+00, -1.982934e+01, 4.543566e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-2.779775e+00, -1.879872e+01, 2.549574e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.453764e+01, 2.029179e+01, 9.937173e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-4.486994e+00, -1.964119e+01, 5.952245e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-2.726346e+00, -2.097793e+01, 7.213494e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.098519e+01, -2.028539e+01, 1.705563e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.537119e+00, -2.115413e+01, -8.899836e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.594528e+00, -1.971141e+01, -9.972664e-01, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-6.208389e-01, -1.877597e+01, 3.481386e-01, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-5.439721e+00, -1.973955e+01, 1.835349e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.004427e+00, -2.102417e+01, 1.136764e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.801236e+01, 2.516555e+01, 1.981755e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-6.088865e+00, -2.080904e+01, 4.985533e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.804944e+01, 2.464475e+01, 3.136279e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-6.192361e+00, -2.037531e+01, -1.933603e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-2.709427e+00, -2.058704e+01, 4.007575e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.251866e+01, 2.336893e+01, 3.911053e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.306333e+00, -1.911750e+01, 1.740182e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.017117e+01, -1.034954e+01, 3.802249e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
5.071573e-01, -1.023822e+01, -5.000822e+00, 1.000000e+00, 0.000000e+00, 2.550000e+02, 0.000000e+00
-7.378330e+00, -2.081677e+01, -3.835167e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.000729e+00, -2.083673e+01, 5.814056e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.842063e+00, -1.987849e+01, 6.465777e-01, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
-6.521313e+00, -1.990369e+01, -1.033425e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
1.594619e+01, 2.347119e+01, 1.154479e+01, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
1.779092e+01, 2.520335e+01, 4.391538e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
3.791760e+00, -2.413877e+01, 1.954545e+01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-7.619071e+00, -2.072625e+01, -1.135662e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.952223e+00, -2.068133e+01, -1.017573e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.961375e+00, -1.937588e+01, -2.574898e-01, 9.000000e+00, 0.000000e+00, 0.000000e+00, 1.280000e+02
-6.454508e+00, -1.938991e+01, -9.422538e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.056926e+00, -1.508481e+01, 6.342439e-01, 5.000000e+00, 0.000000e+00, 2.550000e+02, 2.550000e+02
-1.620515e+00, -4.729104e+00, 2.414840e+00, 1.200000e+01, 0.000000e+00, 1.280000e+02, 1.280000e+02
-5.409036e+00, -2.144115e+01, -4.654068e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-5.012275e+00, -1.992766e+01, 3.386829e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-6.743907e+00, -2.023867e+01, -1.240336e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.474969e+01, 2.200577e+01, 1.678877e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.906210e+00, -1.965596e+01, 2.447927e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-3.254771e+00, -2.203630e+01, 1.581025e+01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.607039e+00, -2.066078e+01, -1.497385e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-2.222667e+00, -1.978976e+01, 4.418473e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.376474e+01, -5.348297e+00, 2.650810e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-5.370383e+00, -1.834875e+01, 1.794858e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.616254e+01, 2.701497e+01, 5.667208e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
2.643747e+01, 1.011018e+01, 1.885642e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.579676e+01, 1.348813e+01, 1.709449e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
2.565363e+01, 1.338864e+01, 1.748749e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-1.926317e+00, -2.083706e+01, 4.084475e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.113366e+01, -2.082018e+01, -3.036416e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.841186e+01, 2.564331e+01, 3.914388e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-3.288252e+00, -1.943274e+01, 2.656528e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.426767e+01, 2.226533e+01, 2.835652e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-6.733983e+00, -2.041708e+01, 7.282941e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
2.039314e+01, 1.350046e+01, 1.208512e+01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.323766e+01, 2.430487e+01, 2.668215e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
1.385178e+01, 2.219144e+01, 3.486006e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-3.831505e+00, -1.102770e+01, -6.546286e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-2.930421e+00, -1.955539e+01, 1.747776e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.456069e+00, -1.956017e+01, 2.731278e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-8.862293e+00, -2.039414e+01, 1.384108e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-5.139845e+00, -1.915267e+01, 2.463182e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.930771e+01, -9.130416e+00, 3.556812e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
1.760663e+01, 2.594514e+01, 5.753820e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.071783e+00, -2.162682e+01, 8.192390e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.445277e+00, -1.806674e+01, 1.068443e+00, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-8.026768e+00, -2.153462e+01, -1.424001e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.637628e+00, -2.120045e+01, -6.423463e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
-3.606799e+00, -1.924742e+01, 5.613322e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.154714e+01, 2.227365e+01, 5.910846e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-1.654079e+00, -2.013334e+01, 1.796455e+00, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-4.413571e+00, -1.790808e+01, 9.016297e-01, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-7.379479e+00, -2.030423e+01, -1.041418e+00, 1.100000e+01, 1.280000e+02, 0.000000e+00, 1.280000e+02
1.243570e+01, 1.911636e+01, 5.313376e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-5.432668e+00, -1.880021e+01, 3.706051e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-2.096442e+00, -1.957986e+01, 2.263813e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.532092e+01, 2.309489e+01, 3.503798e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-7.205864e+00, -2.002230e+01, 6.445989e-01, 2.000000e+00, 0.000000e+00, 0.000000e+00, 2.550000e+02
2.826302e+01, 7.021828e+00, 1.119964e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-7.285274e+00, 3.417330e+01, 2.898261e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
7.843315e+00, -2.498341e+01, 2.904922e+01, 0.000000e+00, 2.550000e+02, 0.000000e+00, 0.000000e+00
-4.197615e+00, -2.050939e+01, 2.114017e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-1.207544e+01, -2.264036e+01, -4.145652e+00, 1.400000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
-4.479763e+00, -2.060907e+01, 2.978394e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
1.193264e+01, 2.404655e+01, 3.145751e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-5.550892e+00, -2.045610e+01, 6.235256e-01, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-4.726068e+00, -1.922966e+01, -3.413580e-02, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-5.900589e+00, -1.984730e+01, 2.600560e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-4.054509e+00, -2.011577e+01, 1.797706e+00, 1.300000e+01, 2.550000e+02, 2.550000e+02, 2.550000e+02
1.184095e+01, 2.292098e+01, 4.894753e+00, 7.000000e+00, 1.280000e+02, 0.000000e+00, 0.000000e+00
-6.260154e+00, -2.037222e+01, -1.582784e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
3.881158e+00, -6.497435e+00, 1.929572e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
-5.357312e+00, -2.119394e+01, 9.009568e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-3.708648e+00, -2.026362e+01, 2.905560e+00, 3.000000e+00, 2.550000e+02, 2.550000e+02, 0.000000e+00
-6.796441e+00, 3.141762e+01, 4.604435e+00, 6.000000e+00, 1.280000e+02, 1.280000e+02, 1.280000e+02
-3.309249e+00, -1.946248e+01, 2.280102e+00, 4.000000e+00, 2.550000e+02, 0.000000e+00, 2.550000e+02
